brand,ats,identifier,url,verified_name,jobs,sg_jobs,needs_review,src,ai_confidence
Weibo,ai (browser),https://passport.weibo.com/visitor/visitor?entry=miniblog&a=enter&url=https%3A%2F%2Fwww.weibo.com%2Fcareers&domain=weibo.com&ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F121.0.0.0%20Safari%2F537.36&_rand=1783633076148&sudaref=,https://passport.weibo.com/visitor/visitor?entry=miniblog&a=enter&url=https%3A%2F%2Fwww.weibo.com%2Fcareers&domain=weibo.com&ua=Mozilla%2F5.0%20%28Windows%20NT%2010.0%3B%20Win64%3B%20x64%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F121.0.0.0%20Safari%2F537.36&_rand=1783633076148&sudaref=,,-1,-1,,ai,low
Wella,successfactors (browser),https://career55.sapsf.eu/career?site=&company=wellanethe&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career55.sapsf.eu/career?site=&company=wellanethe&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,wella,-1,-1,,ai,low
Wells Fargo,ai (browser),https://www.wellsfargo.com/about/careers/?utm_medium=www-redirect&utm_source=careers,https://www.wellsfargo.com/about/careers/?utm_medium=www-redirect&utm_source=careers,,-1,-1,,ai,high
West Japan Railway,ai (browser),https://www.jrkyushu.co.jp/recruit/,https://www.jrkyushu.co.jp/recruit/,,-1,-1,,ai,low
WestRock,avature (browser),https://westrockta.avature.net/en_US/careers,https://westrockta.avature.net/en_US/careers,westrock,-1,-1,0.0,api_sniff,
Western Digital,smartrecruiters,westerndigital,https://careers.smartrecruiters.com/westerndigital,Western Digital,281,0,0.0,api_sniff,
Wieland,icims (browser),https://careers-chasebrass.icims.com/jobs/intro?mobile=false&amp;width=1902&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=60&amp;jun1offset=120,https://careers-chasebrass.icims.com/jobs/intro?mobile=false&amp;width=1902&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=60&amp;jun1offset=120,wieland,-1,-1,0.0,api_sniff,
Wieland Electric,icims (browser),https://www.wieland.com/en/career,https://www.wieland.com/en/career,wielandelectric,-1,-1,,ai,low
Willis Towers Watson,ai (browser),https://careers.wtwco.com,https://careers.wtwco.com,,-1,-1,,ai,high
Wilson,workday,https://wilsonhcg.wd5.myworkdayjobs.com/Wilson_Careers,https://wilsonhcg.wd5.myworkdayjobs.com/Wilson_Careers,wilsonhcg,39,-1,,ai,high
Wilson Parking,ai (browser),https://www.wilsonparking.com.sg/join-wilson/,https://www.wilsonparking.com.sg/join-wilson/,,-1,-1,,ai,high
Wilsonart,workday,https://wilsonart.wd5.myworkdayjobs.com/Wilsonart_Careers,https://wilsonart.wd5.myworkdayjobs.com/Wilsonart_Careers,wilsonart,62,-1,0.0,api_sniff,
Wirebarley,ai (browser),https://www.wirebarley.com/en,https://www.wirebarley.com/en,,-1,-1,,ai,low
Wizcraft International,taleo (browser),https://wizcraft.taleo.net/careersection/external,https://wizcraft.taleo.net/careersection/external,wizcraftinternational,-1,-1,,ai,low
Wolters Kluwer,workday,https://wk.wd3.myworkdayjobs.com/External,https://wk.wd3.myworkdayjobs.com/External,wk,527,-1,,ai,high
Woowa Brothers,ai (browser),https://www.woowabros.com/careers,https://www.woowabros.com/careers,,-1,-1,,ai,low
World Hotels,recruitee (browser),https://worldhotels.recruitee.com,https://worldhotels.recruitee.com,worldhotels,-1,-1,1.0,api_sniff,
WorldRemit,ai (browser),https://zepz.io,https://zepz.io,,-1,-1,,ai,high
Worley,eightfold (browser),"https://www.eightfold.ai&#34;,","https://www.eightfold.ai&#34;,",worley,-1,-1,0.0,api_sniff,
Wyeth,ai (browser),https://www.pfizer.com/about/careers,https://www.pfizer.com/about/careers,,-1,-1,,ai,high
Wynn,ai (browser),https://www.wynnresorts.com/careers,https://www.wynnresorts.com/careers,,-1,-1,,ai,high
XP Power,ai (browser),https://www.xppower.com/en/careers,https://www.xppower.com/en/careers,,-1,-1,,ai,low
Xeikon,successfactors (browser),https://career55.sapsf.eu,https://career55.sapsf.eu,xeikon,-1,-1,0.0,api_sniff,
Xiaomi,smartrecruiters,xiaomi,https://careers.smartrecruiters.com/xiaomi,Xiaomi,1,0,1.0,api_sniff,
Xizi,ai (browser),https://www.xizi.com/,https://www.xizi.com/,,-1,-1,,ai,low
Xtralis,ai (browser),https://xtralis.com/careers_list,https://xtralis.com/careers_list,,-1,-1,,ai,low
YKK AP,successfactors (browser),https://career4.successfactors.com/career?site=&company=ykkapameri&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,https://career4.successfactors.com/career?site=&company=ykkapameri&lang=en_US&login_ns=register&career_ns=home&navBarLevel=MY_PROFILE,ykkap,-1,-1,,ai,low
Yokogawa,ai (browser),https://www.yokogawa.com/about/careers/,https://www.yokogawa.com/about/careers/,,-1,-1,,ai,high
Yuanta,ai (browser),https://www.yuanta.com/careers,https://www.yuanta.com/careers,,-1,-1,,ai,low
Yubico,greenhouse,yubico,https://boards.greenhouse.io/yubico,Yubico Inc.,13,1,0.0,api_sniff,
ZAGG,ai (browser),https://www.zagg.com/careers/,https://www.zagg.com/careers/,,-1,-1,,ai,low
Zedra,ai (browser),https://www.zedra.com/careers/,https://www.zedra.com/careers/,,-1,-1,,ai,low
Zegna,ai (browser),https://www.zegnagroup.com/en/zegna-careers/working-at-zegna/,https://www.zegnagroup.com/en/zegna-careers/working-at-zegna/,,-1,-1,,ai,low
Zenitel,ai (browser),https://www.zenitel.com/careers,https://www.zenitel.com/careers,,-1,-1,,ai,low
Zenlayer,ai (browser),https://www.zenlayer.com/careers/,https://www.zenlayer.com/careers/,,-1,-1,,ai,low
Zensar Technologies,oracle,https://fa-etvl-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,https://fa-etvl-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,zensar,465,-1,0.0,api_sniff,
Zinzino,ai (browser),https://www.zinzino.com/site/sg/en-gb,https://www.zinzino.com/site/sg/en-gb,,-1,-1,,ai,low
Zoetis,workday,https://zoetis.wd5.myworkdayjobs.com/Zoetis,https://zoetis.wd5.myworkdayjobs.com/Zoetis,zoetis,103,-1,0.0,api_sniff,
Zoom,workday,https://zoom.wd5.myworkdayjobs.com/Zoom,https://zoom.wd5.myworkdayjobs.com/Zoom,zoom,97,-1,0.0,api_sniff,
iloom,workable (browser),https://apply.workable.com/iloom/,https://apply.workable.com/iloom/,iloom,-1,-1,,ai,low
parkrun,ai (browser),https://www.parkrun.com/about/the-organisation/careers/,https://www.parkrun.com/about/the-organisation/careers/,,-1,-1,,ai,low
